MBTI,original_sentence,masked_sentence,
ENFJ,이번 봉사활동 같이 할래? 너랑 하면 더 의미 있을 것 같아.,이번 봉사활동 같이 할래? 너랑 하면 더 [MASK] 있을 것 같아.,
ENFP,이번 주말엔 뭔가 새로운 걸 해보고 싶어. 즉흥적으로 떠나볼까?,이번 주말엔 뭔가 새로운 걸 해보고 싶어. [MASK]적으로 떠나볼까?,
ENFP,그 카페 분위기 진짜 좋더라. 한번 같이 가볼래?,그 카페 분위기 진짜 [MASK]더라. 한번 같이 가볼래?,
ENFP,"내가 그 책 읽어봤는데, 너무 재밌었어. 너도 꼭 읽어봐.","내가 그 책 읽어봤는데, 너무 [MASK]었어. 너도 꼭 읽어봐.",
ENFP,이거 한번 시도해보자. 실패해도 배우는 게 있을 거야.,이거 한번 시도해보자. 실패해도 [MASK]는 게 있을 거야.,
ENTJ,프로젝트 계획은 다 잡았어? 일단 큰 틀부터 정리해야 해.,프로젝트 계획은 다 잡았어? 일단 큰 [MASK]부터 정리해야 해.,
ENTJ,효율적으로 진행하려면 역할 분담이 중요해. 그러면 시간도 절약돼.,효율적으로 진행하려면 역할 [MASK]이 중요해. 그러면 시간도 절약돼.,
ENTJ,이번엔 성과가 더 좋을 거야. 우리 다 준비 철저히 했잖아.,이번엔 성과가 더 좋을 거야. 우리 다 준비 [MASK]히 했잖아.,
ENTJ,결과물 보고서에 포함할 자료는 다 준비됐어? 필요하면 내가 확인할게.,결과물 보고서에 포함할 자료는 다 준비됐어? 필요하면 내가 [MASK]할게.,
ENTP,그 문제 새로운 방법으로 해결해보면 어때? 좀 더 창의적으로 접근해보자.,그 문제 새로운 방법으로 해결해보면 어때? 좀 더 [MASK]적으로 접근해보자.,
ENTP,네 의견 진짜 흥미로운데? 더 구체적으로 얘기해봐.,네 의견 진짜 [MASK]는데? 더 구체적으로 얘기해봐.,
ENTP,"그 아이디어 괜찮아 보이는데, 더 확장시킬 방법도 있을 것 같아.","그 아이디어 괜찮아 보이는데, 더 [MASK]시킬 방법도 있을 것 같아.",
ENTP,이건 왜 이렇게 되는 걸까? 지금 바로 알아보자.,이건 왜 이렇게 되는 걸까? 지금 바로 [MASK]보자.,
ENFJ,오늘 발표 진짜 잘했어. 네가 얼마나 노력했는지 다 보여.,오늘 발표 진짜 잘했어. 네가 얼마나 [MASK]했는지 다 보여.,
ENFJ,우리 다음번 모임에 새 멤버 초대해볼까? 분명 잘 어울릴 거야.,우리 다음번 모임에 새 [MASK] 초대해볼까? 분명 잘 어울릴 거야.,
ENFJ,어제 네가 도와줘서 정말 고마웠어. 덕분에 훨씬 수월했어.,어제 네가 도와줘서 정말 고마웠어. 덕분에 훨씬 [MASK]했어.,
ENFJ,요즘 컨디션 괜찮아? 힘든 일 있으면 언제든 얘기해.,요즘 컨디션 괜찮아? 힘든 일 있으면 언제든 [MASK].,
ENFP,이번 주말에 어디 가볼래? 요즘 새로 생긴 카페 가자.,이번 주말에 어디 가볼래? 요즘 새로 [MASK] 카페 가자.,
ENFP,그 영화 진짜 재밌었어. 너도 꼭 한번 봐봐!,그 영화 진짜 [MASK]었어. 너도 꼭 한번 봐봐!,
ENFP,새로운 레시피로 요리해봤는데 완전 성공이야. 너도 해볼래?,새로운 레시피로 요리해봤는데 완전 [MASK]이야. 너도 해볼래?,
ENFP,"너 그거 도전해봤어? 실패해도 괜찮아, 경험이 되니까.","너 그거 도전해봤어? 실패해도 괜찮아, [MASK]이 되니까.",
ENTJ,오늘 회의는 어땠어? 목표한 만큼 진척이 있었나?,오늘 회의는 어땠어? 목표한 만큼 [MASK]이 있었나?,
ENTJ,팀 프로젝트 시작하려면 우선 역할 분담부터 해야 해.,팀 프로젝트 시작하려면 우선 역할 [MASK]부터 해야 해.,
ENTJ,결과물 제출하기 전에 한 번 더 검토하자. 실수가 없게 해야지.,결과물 제출하기 전에 한 번 더 [MASK]하자. 실수가 없게 해야지.,
ENTJ,다음 단계로 넘어가기 전에 피드백을 받는 게 중요해.,다음 단계로 넘어가기 전에 [MASK]을 받는 게 중요해.,
ENTP,그 아이디어 정말 괜찮은데? 조금 더 다듬으면 더 좋아질 것 같아.,그 아이디어 정말 [MASK]데? 조금 더 다듬으면 더 좋아질 것 같아.,
ENTP,이 이슈에 대해 다른 의견 없을까? 다양한 관점이 필요해.,이 이슈에 대해 다른 의견 없을까? 다양한 [MASK]이 필요해.,
ENTP,이런 방법으로도 해결할 수 있을까? 한번 실험해보자.,이런 방법으로도 해결할 수 있을까? 한번 [MASK]해보자.,
ENTP,그 질문 진짜 재밌네. 더 깊게 파고들어 보면 흥미로울 것 같아.,그 질문 진짜 [MASK]네. 더 깊게 파고들어 보면 흥미로울 것 같아.,
ENFJ,오늘 동아리 새 멤버 잘 챙겨줘서 고마워. 덕분에 분위기가 훨씬 좋아졌어.,오늘 동아리 새 멤버 잘 챙겨줘서 고마워. 덕분에 분위기가 훨씬 [MASK]졌어.,
ENFJ,그 친구가 요즘 힘들어하는 것 같아. 한번 만나서 얘기 좀 들어줄까?,그 친구가 요즘 힘들어하는 것 같아. 한번 만나서 얘기 좀 [MASK]줄까?,
ENFJ,이번 행사에서 다들 정말 협력 잘했어. 특히 네 리더십이 빛났어.,이번 행사에서 다들 정말 협력 잘했어. 특히 네 [MASK]이 빛났어.,
ENFJ,시간 괜찮으면 주말에 봉사활동 같이 갈래? 네가 참여하면 더 의미 있을 것 같아.,시간 괜찮으면 주말에 봉사활동 같이 갈래? 네가 참여하면 더 [MASK] 있을 것 같아.,
ENFP,오늘 날씨 진짜 좋다! 공원 가서 피크닉 어때?,오늘 날씨 진짜 좋다! 공원 가서 [MASK] 어때?,
ENFP,새로운 아이디어 떠올랐어! 지금 바로 시도해보고 싶어.,새로운 아이디어 떠올랐어! 지금 바로 [MASK]해보고 싶어.,
ENFP,이번 주말에 캠핑 가볼까? 즉흥적인 여행이 더 재미있잖아.,이번 주말에 캠핑 가볼까? 즉흥적인 [MASK]이 더 재미있잖아.,
ENFP,그 책 진짜 재밌었어! 다음엔 너랑 같이 읽고 토론해보고 싶다.,그 책 진짜 [MASK]었어! 다음엔 너랑 같이 읽고 토론해보고 싶다.,
ENTJ,이번 프로젝트는 우선순위를 확실히 정해야 해. 그래야 시간 낭비가 없어.,이번 프로젝트는 우선순위를 확실히 [MASK]야 해. 그래야 시간 낭비가 없어.,
ENTJ,오늘 회의 자료 준비 잘했어? 발표는 내가 맡을게.,오늘 회의 자료 준비 잘했어? 발표는 내가 [MASK].,
ENTJ,목표를 구체적으로 세우면 성과도 더 좋아질 거야. 그래서 계획이 중요해.,목표를 구체적으로 세우면 성과도 더 좋아질 거야. 그래서 [MASK]이 중요해.,
ENTJ,성과 분석 끝나면 바로 보고서 작성하자. 시간 절약이 관건이야.,성과 분석 끝나면 바로 보고서 [MASK]. 시간 절약이 관건이야.,
ENTP,그 아이디어 진짜 흥미로운데? 조금 더 다듬으면 대박 날 것 같아.,그 아이디어 진짜 흥미로운데? 조금 더 [MASK]면 대박 날 것 같아.,
ENTP,그 주제에 대해 더 알아보고 싶어. 다른 관점에서도 생각해보자.,그 주제에 대해 더 알아보고 싶어. 다른 관점에서도 [MASK]보자.,
ENTP,이 문제를 해결하려면 다른 방법도 실험해봐야 해. 그래야 답이 나올 거야.,이 문제를 해결하려면 다른 방법도 [MASK]해봐야 해. 그래야 답이 나올 거야.,
ENTP,새로운 기술에 대해 공부해볼까? 뭔가 재미있는 걸 발견할 수도 있어.,새로운 기술에 대해 [MASK]해볼까? 뭔가 재미있는 걸 발견할 수도 있어.,
ENFJ,요즘 다들 힘든 것 같아. 내가 힘낼 수 있게 뭐라도 준비할게.,요즘 다들 힘든 것 같아. 내가 힘낼 수 있게 뭐라도 [MASK]할게.,
ENFJ,오늘은 네 얘기만 들어줄게. 뭐든 편하게 말해봐.,오늘은 네 얘기만 들어줄게. 뭐,
ENFJ,요즘 많이 바빠 보이더라. 시간 나면 잠깐 만나자.,요즘 많이 바빠 보이더라. 시간 나면 잠깐 [MASK]자.,
ENFJ,네가 해낸 거 진짜 대단해. 다들 네 노력 알 거야.,네가 해낸 거 진짜 대단해. 다들 네 [MASK] 알 거야.,
ENFJ,주말에 봉사 활동 같이 할래? 함께 하면 더 보람찰 거야.,주말에 봉사 활동 같이 할래? 함께 하면 더 [MASK] 거야.,
ENFJ,내가 그 부분 도움 줄게. 뭐든 편하게 물어봐.,내가 그 부분 도움 줄게. 뭐든 편하게 [MASK]봐.,
ENFP,오늘 날씨 진짜 좋다. 갑자기 바다 보러 가고 싶어.,오늘 날씨 진짜 좋다. 갑자기 바다 보러 [MASK] 싶어.,
ENFP,새로운 레스토랑 찾았어! 너랑 가면 더 재밌을 것 같아.,새로운 레스토랑 찾았어! 너랑 가면 더 [MASK] 것 같아.,
ENFP,이 음악 들어봐! 듣자마자 기분 좋아지더라.,이 음악 들어봐! 듣자마자 기분 [MASK]지더라.,
ENFP,어제 산책하다가 예쁜 꽃 발견했어. 진짜 너한테 보여주고 싶더라.,어제 산책하다가 예쁜 꽃 발견했어. 진짜 너한테 [MASK] 싶더라.,
ENTJ,"이 작업, 단계별로 나눠서 진행하면 시간 절약되겠어.","이 작업, 단계별로 나눠서 진행하면 시간 [MASK]겠어.",
ENTJ,프로젝트 끝나고 바로 피드백 회의 잡을게. 효율이 중요하잖아.,프로젝트 끝나고 바로 피드백 회의 잡을게. 효율이 [MASK]잖아.,
ENTJ,목표가 정해졌으면 바로 실행에 들어가야지. 시간 낭비는 안 돼.,목표가 정해졌으면 바로 실행에 [MASK]가야지. 시간 낭비는 안 돼.,
ENTJ,이번 결과물은 디테일하게 확인해볼게. 확실하게 마무리하자.,이번 결과물은 디테일하게 확인해볼게. 확실하게 [MASK]하자.,
ENTP,이 아이디어 진짜 재밌는데? 좀 더 디벨롭 해보자.,이 아이디어 진짜 재밌는데? 좀 더 [MASK] 해보자.,
ENTP,새로운 앱 기능 봤어? 우리 것도 한 번 참고해보면 어때?,새로운 앱 기능 봤어? 우리 것도 한 번 [MASK]보면 어때?,
ENTP,"회의 중에 떠오른 건데, 이 방식도 한번 적용해볼 수 있을 것 같아.","회의 중에 떠오른 건데, 이 방식도 한번 [MASK]볼 수 있을 것 같아.",
ENTP,지금 이거 조금 바꿔보면 더 좋은 결과 나올 것 같아.,지금 이거 조금 [MASK]보면 더 좋은 결과 나올 것 같아.,
ENFJ,다음 주에 작은 모임 열어볼까? 다들 모이면 재밌을 것 같아.,다음 주에 작은 모임 열어볼까? 다들 모이면 [MASK] 것 같아.,
ENFJ,너 요즘 스트레스 많아 보이더라. 주말에 같이 걸으면서 얘기할래?,너 요즘 스트레스 많아 보이더라. 주말에 같이 [MASK]면서 얘기할래?,
ENFJ,그 부분 정말 잘 해결했어. 네가 팀에서 큰 역할을 했어.,그 부분 정말 잘 해결했어. 네가 팀에서 큰 [MASK] 했어.,
ENFJ,오늘 미팅 내용 잘 정리해뒀어. 궁금한 거 있으면 바로 말해.,오늘 미팅 내용 잘 정리해뒀어. 궁금한 거 있으면 바로 [MASK].,
ENFP,이번 주말에 캠핑 갈래? 즉흥적으로 떠나는 게 더 재밌잖아.,이번 주말에 캠핑 갈래? 즉흥적으로 떠나는 게 더 [MASK]잖아.,
ENFP,새로 생긴 카페 가봤어? 분위기 진짜 감성적이더라.,새로 생긴 카페 가봤어? 분위기 진짜 [MASK]더라.,
ENFP,요즘 듣는 팟캐스트 추천해줄까? 진짜 유쾌하고 재밌어.,요즘 듣는 팟캐스트 추천해줄까? 진짜 유쾌하고 [MASK].,
ENFP,어제 우연히 본 영화가 너무 좋았어. 너도 꼭 봤으면 해.,어제 우연히 본 영화가 너무 [MASK]었어. 너도 꼭 봤으면 해.,
ENTJ,오늘 목표 달성률 체크했어? 잘 따라가고 있는지 확인하자.,오늘 목표 달성률 체크했어? 잘 따라가고 있는지 [MASK].,
ENTJ,이번 전략은 더 세부적으로 나눠야 해. 그래야 효율적이야.,이번 전략은 더 세부적으로 나눠야 해. 그래야 [MASK]야.,
ENTJ,"기한을 놓치면 안 되니까, 마감 일정 한 번 더 점검해보자.","기한을 놓치면 안 되니까, 마감 일정 한 번 더 [MASK].",
ENTJ,새 프로젝트 담당자를 정했어. 곧바로 실행에 들어가자.,새 프로젝트 담당자를 정했어. 곧바로 [MASK]에 들어가자.,
ENTP,이 주제 흥미로운데? 다각도로 분석해보면 더 재미있을 것 같아.,이 주제 흥미로운데? 다각도로 [MASK]보면 더 재미있을 것 같아.,
ENTP,새로운 기능 생각났어. 바로 시도해보는 게 어때?,새로운 기능 생각났어. 바로 [MASK]보는 게 어때?,
ENTP,회의 중에 의견 갈리는 부분을 더 토론해보자. 답이 나올 거야.,회의 중에 의견 갈리는 부분을 더 [MASK]보자. 답이 나올 거야.,
ENTP,이 자료 조금만 손보면 더 완벽해질 것 같아. 수정해볼까?,이 자료 조금만 손보면 더 완벽해질 것 같아. [MASK]해볼까?,
ENFJ,오늘 아침에 네가 떠오르더라. 그래서 연락해봤어.,오늘 아침에 네가 떠오르더라. 그래서 [MASK]해봤어.,
ENFJ,내일 모임 준비는 내가 맡을게. 다 같이 즐길 수 있도록 할게.,내일 모임 준비는 내가 맡을게. 다 같이 [MASK] 수 있도록 할게.,
ENFJ,네가 고민하는 거 알아. 같이 방법을 찾아보자.,네가 고민하는 거 알아. 같이 [MASK]를 찾아보자.,
ENFJ,오늘 발표 진짜 멋있었어. 다들 널 보고 많이 배웠을 거야.,오늘 발표 진짜 멋있었어. 다들 널 보고 많이 [MASK]을 거야.,
ENFP,이번 주말에 뭐 해? 같이 재밌는 거 해보자!,이번 주말에 뭐 해? 같이 [MASK]는 거 해보자!,
ENFP,갑자기 맛있는 떡볶이가 먹고 싶어. 지금 가볼까?,갑자기 맛있는 떡볶이가 먹고 싶어. 지금 [MASK]볼까?,
ENFP,새로운 게임 나왔다던데 해봤어? 나 완전 빠졌어!,새로운 게임 나왔다던데 해봤어? 나 완전 [MASK]어!,
ENFP,요즘 하늘이 너무 예쁘지 않아? 사진으로 남기고 싶더라.,요즘 하늘이 너무 예쁘지 않아? 사진으로 [MASK]고 싶더라.,
ENTJ,오늘 회의는 깔끔했어. 다음 계획도 정리해놨어.,오늘 회의는 깔끔했어. 다음 계획도 [MASK]놨어.,
ENTJ,이번 프로젝트는 팀워크가 중요해. 역할 분담부터 정리하자.,이번 프로젝트는 팀워크가 중요해. 역할 [MASK]부터 정리하자.,
ENTJ,시간 관리가 관건이야. 우선순위를 다시 정리하자.,시간 관리가 관건이야. 우선순위를 다시 [MASK]하자.,
ENTJ,"이 아이디어, 바로 상부에 보고하자. 실행 가능성이 커 보여.","이 아이디어, 바로 상부에 [MASK]하자. 실행 가능성이 커 보여.",
ENTP,이 주제 재밌어 보이는데? 색다른 관점에서 접근해보자.,이 주제 재밌어 보이는데? 색다른 관점에서 [MASK]해보자.,
ENTP,어제 본 드라마 결말 생각보다 괜찮던데? 너도 봐봐.,어제 본 드라마 결말 생각보다 괜찮던데? 너도 [MASK]봐.,
ENTP,새로운 가설이 떠올랐어. 당장 실험해보고 싶어.,새로운 가설이 떠올랐어. 당장 [MASK]해보고 싶어.,
ENTP,"이 앱, 완전 창의적이야. 더 확장하면 대박일 듯.","이 앱, 완전 창의적이야. 더 [MASK]하면 대박일 듯.",
ENFJ,오늘 발표 준비 힘들었지? 덕분에 다들 고마워할 거야.,오늘 발표 준비 힘들었지? 덕분에 다들 [MASK]워할 거야.,
ENFJ,너 요즘 많이 바쁘지? 내가 도울 수 있는 거 있으면 말해줘.,너 요즘 많이 바쁘지? 내가 도울 수 있는 거 있으면 [MASK]줘.,
ENFJ,친구들한테 네 얘기했더니 다들 감동받더라. 네가 대단한 거야.,친구들한테 네 얘기했더니 다들 [MASK]받더라. 네가 대단한 거야.,
ENFJ,이따가 시간 좀 내줘. 우리 둘이 얘기 나누면 좋을 것 같아.,이따가 시간 좀 내줘. 우리 둘이 얘기 나누면 [MASK] 것 같아.,
ENFP,오늘 날씨 진짜 좋아! 같이 산책 가면 완전 재밌겠다.,오늘 날씨 진짜 좋아! 같이 산책 가면 완전 [MASK]겠다.,
ENFP,새로운 레스토랑 찾았어. 메뉴가 진짜 독특하더라!,새로운 레스토랑 찾았어. 메뉴가 진짜 [MASK]하더라!,
ENFP,이 노래 진짜 신난다! 바로 플레이리스트에 추가했어.,이 노래 진짜 신난다! 바로 플레이리스트에 [MASK]했어.,
ENFP,너랑 여행 가면 진짜 재밌을 것 같아. 언제 시간 돼?,너랑 여행 가면 진짜 [MASK]을 것 같아. 언제 시간 돼?,
ENTJ,회의 내용 요약해놨어. 지금 바로 실행 가능한 단계야.,회의 내용 요약해놨어. 지금 바로 실행 [MASK] 단계야.,
ENTJ,팀 목표는 명확히 설정됐어. 이제 계획만 세우면 돼.,팀 목표는 명확히 설정됐어. 이제 [MASK]만 세우면 돼.,
ENTJ,이번 프로젝트는 중요한 기회야. 준비 철저히 해야겠어.,이번 프로젝트는 중요한 [MASK]야. 준비 철저히 해야겠어.,
ENTJ,오늘 결과물 피드백해줄게. 바로 수정 가능하게 정리해놔.,오늘 결과물 [MASK]해줄게. 바로 수정 가능하게 정리해놔.,
ENTP,이 앱 진짜 창의적이야. 더 독특하게 만들 아이디어 없을까?,이 앱 진짜 창의적이야. 더 [MASK]게 만들 아이디어 없을까?,
ENTP,새로운 주제가 생각났어. 한 번 토론해보면 재미있겠다.,새로운 주제가 생각났어. 한 번 [MASK]해보면 재미있겠다.,
ENTP,그 아이디어 괜찮은데? 더 발전시킬 방법 찾아보자.,그 아이디어 괜찮은데? 더 [MASK] 방법 찾아보자.,
ENTP,지금 바로 시도해보자. 실패해도 배울 수 있는 게 있을 거야.,지금 바로 [MASK]해보자. 실패해도 배울 수 있는 게 있을 거야.,
